User ID,Email Address,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
787,zflores@example.com,1991-10-12,Female,Thomaschester,2024-03-29,2025-03-29,Annual,Visa,Auto-renew,Occasional,Clothing,Drama,High,3.3,8
788,richardmcpherson@example.net,1977-07-24,Male,Marytown,2024-01-25,2025-01-24,Annual,Visa,Manual,Occasional,Clothing,Documentary,High,3.0,3
789,xreed@example.net,1941-09-07,Female,Deannabury,2024-02-29,2025-02-28,Monthly,Visa,Auto-renew,Regular,Electronics,Romance,Low,4.3,10
790,cmoreno@example.org,1997-03-26,Male,Wrightchester,2024-02-18,2025-02-17,Annual,Visa,Auto-renew,Regular,Books,Drama,High,3.1,7
791,christopher09@example.net,1994-05-14,Male,Port Jefferystad,2024-01-28,2025-01-27,Annual,Visa,Auto-renew,Occasional,Electronics,Action,High,4.1,2
792,michaeltownsend@example.com,1965-05-24,Female,Oconnellmouth,2024-01-15,2025-01-14,Annual,Mastercard,Manual,Regular,Electronics,Romance,High,3.7,7
793,christinapratt@example.com,1965-07-13,Female,Jamesfort,2024-04-11,2025-04-11,Annual,Visa,Manual,Regular,Clothing,Sci-Fi,Low,3.8,3
794,joseph96@example.com,1970-02-26,Female,Harperborough,2024-03-05,2025-03-05,Monthly,Mastercard,Auto-renew,Occasional,Books,Romance,Low,4.4,6
795,hayden35@example.net,1948-02-14,Male,New Amandaview,2024-02-01,2025-01-31,Annual,Mastercard,Manual,Frequent,Books,Documentary,Medium,4.7,8
796,huangnicholas@example.net,1991-03-10,Male,Lake Sarah,2024-01-09,2025-01-08,Monthly,Amex,Auto-renew,Occasional,Electronics,Action,Medium,3.9,2
797,erica88@example.net,1939-12-30,Female,South Harry,2024-03-03,2025-03-03,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Documentary,Medium,3.1,7
798,brianwatkins@example.net,1964-11-16,Female,Shelbyhaven,2024-01-07,2025-01-06,Monthly,Amex,Auto-renew,Occasional,Books,Sci-Fi,Medium,3.0,1
799,lewisrobert@example.com,1993-03-08,Male,New Dana,2024-02-19,2025-02-18,Annual,Mastercard,Manual,Frequent,Books,Action,High,4.3,3
800,laura45@example.net,1933-04-26,Male,North Kathleentown,2024-03-03,2025-03-03,Monthly,Mastercard,Auto-renew,Occasional,Books,Drama,Medium,3.2,6
801,kimberlyblake@example.net,1959-12-09,Male,Fergusonton,2024-02-25,2025-02-24,Annual,Visa,Manual,Regular,Electronics,Romance,Medium,4.8,9
802,laurarodriguez@example.com,1961-01-08,Male,Lake Lisa,2024-03-12,2025-03-12,Annual,Visa,Auto-renew,Occasional,Books,Sci-Fi,Medium,4.0,2
803,brandon94@example.com,1990-10-13,Male,Silvahaven,2024-01-19,2025-01-18,Annual,Amex,Manual,Frequent,Books,Romance,Low,4.8,3
804,kwalters@example.com,1940-06-05,Female,Juarezview,2024-01-19,2025-01-18,Monthly,Amex,Auto-renew,Regular,Electronics,Action,High,3.9,10
805,sandersjohn@example.org,1997-10-14,Male,Lake Christopher,2024-02-10,2025-02-09,Monthly,Visa,Manual,Occasional,Clothing,Comedy,High,4.7,6
806,qfisher@example.net,1977-12-29,Male,Lake Matthew,2024-01-07,2025-01-06,Monthly,Mastercard,Manual,Regular,Books,Documentary,Low,4.9,6
807,burnsamber@example.com,2003-10-26,Male,South Johnmouth,2024-04-12,2025-04-12,Monthly,Amex,Manual,Frequent,Electronics,Drama,High,3.0,8
808,robert47@example.com,1973-06-15,Female,New Josephfurt,2024-03-26,2025-03-26,Annual,Amex,Auto-renew,Occasional,Books,Romance,Medium,3.8,2
809,smithjane@example.org,1978-11-18,Female,Barnesport,2024-01-10,2025-01-09,Annual,Amex,Manual,Occasional,Books,Romance,Low,4.5,2
810,ucarpenter@example.org,1992-11-24,Female,South Samantha,2024-02-23,2025-02-22,Annual,Visa,Manual,Regular,Electronics,Documentary,High,3.0,2
811,fyoung@example.org,1942-03-27,Male,South Jonathanland,2024-02-19,2025-02-18,Annual,Amex,Auto-renew,Occasional,Books,Documentary,High,4.5,0
812,rioscynthia@example.net,1947-09-26,Male,South James,2024-03-14,2025-03-14,Monthly,Amex,Manual,Frequent,Electronics,Documentary,Low,3.9,6
813,uwalker@example.org,1962-08-12,Female,Port Martha,2024-01-14,2025-01-13,Annual,Amex,Auto-renew,Regular,Books,Horror,High,3.7,9
814,clementsrichard@example.net,1994-04-17,Male,Perkinsside,2024-04-12,2025-04-12,Monthly,Mastercard,Auto-renew,Frequent,Books,Comedy,Medium,5.0,6
815,carolyn88@example.net,1953-12-25,Male,North Steven,2024-01-28,2025-01-27,Monthly,Visa,Auto-renew,Occasional,Electronics,Documentary,Medium,4.9,8
816,kaitlynoliver@example.org,1941-09-09,Male,Port Lauriefort,2024-03-06,2025-03-06,Monthly,Mastercard,Auto-renew,Occasional,Books,Horror,High,4.5,6
817,summerstheresa@example.com,1939-12-28,Female,Harringtonville,2024-02-22,2025-02-21,Annual,Mastercard,Auto-renew,Occasional,Books,Drama,High,4.4,5
818,jamie78@example.com,1997-03-28,Female,North Erika,2024-03-17,2025-03-17,Monthly,Mastercard,Manual,Frequent,Books,Sci-Fi,Medium,4.9,3
819,moorejames@example.com,1969-05-09,Male,Lake Nichole,2024-04-07,2025-04-07,Monthly,Amex,Auto-renew,Occasional,Books,Comedy,Medium,3.8,8
820,amclaughlin@example.net,1982-07-08,Male,Obrienchester,2024-03-16,2025-03-16,Monthly,Mastercard,Manual,Occasional,Books,Documentary,Low,3.6,7
821,snelson@example.com,1987-01-25,Female,Waynefurt,2024-03-15,2025-03-15,Annual,Visa,Manual,Frequent,Clothing,Horror,Low,5.0,6
822,gabrielramirez@example.net,1981-01-27,Female,Jenniferland,2024-03-26,2025-03-26,Annual,Visa,Auto-renew,Occasional,Clothing,Comedy,Low,4.9,1
823,thompsoncolleen@example.org,2002-04-03,Male,Dudleybury,2024-02-03,2025-02-02,Annual,Mastercard,Auto-renew,Occasional,Clothing,Action,Medium,3.3,3
824,qmccarthy@example.net,1986-03-19,Female,Port Mary,2024-01-07,2025-01-06,Monthly,Amex,Auto-renew,Regular,Books,Comedy,Medium,4.3,9
825,robert34@example.net,1954-03-02,Female,Nortonville,2024-03-15,2025-03-15,Annual,Amex,Auto-renew,Regular,Electronics,Drama,High,3.9,4
826,danielle98@example.net,2004-02-09,Female,Davidview,2024-01-11,2025-01-10,Monthly,Visa,Manual,Frequent,Clothing,Sci-Fi,High,3.8,0
827,virginia70@example.net,1964-09-10,Female,Andrewbury,2024-04-07,2025-04-07,Monthly,Visa,Auto-renew,Occasional,Clothing,Horror,Low,4.0,6
828,marywood@example.net,1939-08-10,Male,Sarafort,2024-02-18,2025-02-17,Annual,Mastercard,Manual,Regular,Electronics,Comedy,Medium,4.7,7
829,kramerterry@example.com,2002-07-07,Male,South Chase,2024-01-03,2025-01-02,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Low,4.3,9
830,williamsvictoria@example.com,1942-01-16,Female,South Teresaburgh,2024-02-12,2025-02-11,Annual,Visa,Auto-renew,Frequent,Clothing,Sci-Fi,Medium,3.1,10
831,george78@example.net,1985-09-21,Female,Christineland,2024-01-24,2025-01-23,Monthly,Visa,Auto-renew,Regular,Electronics,Documentary,High,4.7,10
832,uhall@example.org,2004-04-22,Male,South Jessica,2024-02-05,2025-02-04,Monthly,Amex,Manual,Occasional,Clothing,Documentary,Medium,3.1,10
833,debra58@example.net,1960-10-01,Female,Kendraland,2024-01-28,2025-01-27,Monthly,Amex,Manual,Regular,Clothing,Action,Low,3.6,10
834,hfitzgerald@example.org,1973-02-19,Male,Pittmanmouth,2024-01-23,2025-01-22,Monthly,Amex,Manual,Occasional,Books,Documentary,Medium,3.3,5
835,wmendoza@example.net,1989-06-27,Female,South Jose,2024-02-18,2025-02-17,Annual,Amex,Manual,Occasional,Clothing,Sci-Fi,Medium,3.6,9
836,fperez@example.com,1977-09-16,Female,Smithstad,2024-03-17,2025-03-17,Annual,Visa,Manual,Frequent,Clothing,Comedy,Medium,4.2,1
837,trevordavis@example.org,1957-05-06,Male,Wilsonshire,2024-04-09,2025-04-09,Annual,Mastercard,Auto-renew,Regular,Electronics,Drama,Low,3.8,1
838,hopkinsjimmy@example.com,1989-03-26,Male,Millermouth,2024-04-14,2025-04-14,Monthly,Mastercard,Auto-renew,Frequent,Books,Horror,Medium,3.5,5
839,wcaldwell@example.com,1998-05-21,Female,West Joel,2024-01-12,2025-01-11,Annual,Mastercard,Manual,Frequent,Books,Sci-Fi,High,3.7,4
840,cassandra10@example.org,1962-01-17,Female,East Donnafurt,2024-01-24,2025-01-23,Monthly,Amex,Manual,Frequent,Electronics,Romance,Medium,3.8,10
841,chadaguilar@example.com,1941-04-20,Female,West Mariah,2024-02-25,2025-02-24,Annual,Amex,Auto-renew,Regular,Clothing,Drama,Low,4.0,10
842,ymartinez@example.org,1941-07-10,Male,Port William,2024-04-10,2025-04-10,Monthly,Amex,Manual,Occasional,Electronics,Sci-Fi,High,5.0,0
843,gary53@example.org,1987-03-14,Female,Brooksstad,2024-04-01,2025-04-01,Monthly,Visa,Auto-renew,Frequent,Electronics,Drama,High,4.6,2
844,lauramiller@example.net,1996-05-28,Female,New Alexander,2024-03-18,2025-03-18,Annual,Visa,Manual,Frequent,Clothing,Comedy,High,3.4,7
845,adam28@example.org,1949-04-01,Female,New Sandraport,2024-03-13,2025-03-13,Monthly,Amex,Manual,Frequent,Clothing,Drama,Low,3.4,4
846,jesse26@example.org,1937-09-24,Male,Georgeberg,2024-03-19,2025-03-19,Monthly,Amex,Manual,Occasional,Electronics,Comedy,High,3.7,6
847,annanguyen@example.com,1936-08-04,Male,Johnsonshire,2024-04-03,2025-04-03,Monthly,Amex,Auto-renew,Regular,Books,Documentary,High,3.6,7
848,swansonchelsea@example.org,1986-06-21,Female,Lake Sabrinahaven,2024-01-30,2025-01-29,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Romance,Medium,4.4,4
849,qcampbell@example.com,1974-11-01,Female,West Pamelamouth,2024-02-14,2025-02-13,Annual,Visa,Auto-renew,Occasional,Books,Action,High,5.0,1
850,michael35@example.com,1947-11-17,Female,Lake Amber,2024-02-20,2025-02-19,Monthly,Mastercard,Manual,Frequent,Clothing,Documentary,Low,4.4,5
851,petermcgrath@example.net,1998-08-04,Male,Brownville,2024-01-07,2025-01-06,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Romance,High,3.1,2
852,reyesmarie@example.net,1962-11-17,Female,Sandersberg,2024-01-11,2025-01-10,Monthly,Amex,Manual,Occasional,Clothing,Romance,Medium,3.9,7
853,kathy16@example.org,1970-03-28,Female,Gonzaleztown,2024-03-19,2025-03-19,Monthly,Mastercard,Auto-renew,Occasional,Books,Comedy,Medium,4.5,5
854,shannonmurphy@example.org,1944-09-12,Male,West Whitneybury,2024-03-01,2025-03-01,Annual,Mastercard,Auto-renew,Regular,Electronics,Sci-Fi,High,3.1,1
855,roger65@example.org,1946-12-24,Male,Ashleyshire,2024-03-10,2025-03-10,Monthly,Amex,Manual,Frequent,Books,Drama,Low,3.5,9
856,mcruz@example.org,1979-08-29,Male,South Cody,2024-04-12,2025-04-12,Annual,Mastercard,Auto-renew,Occasional,Electronics,Horror,Medium,3.3,8
857,keithbell@example.net,1935-08-18,Male,Chavezberg,2024-02-26,2025-02-25,Annual,Visa,Auto-renew,Occasional,Electronics,Horror,High,3.7,7
858,mcbridetina@example.net,1986-04-06,Male,Dillonmouth,2024-04-12,2025-04-12,Monthly,Visa,Auto-renew,Regular,Clothing,Drama,High,4.8,3
859,urobles@example.com,1972-05-14,Female,Lake Justin,2024-01-08,2025-01-07,Annual,Mastercard,Auto-renew,Occasional,Clothing,Sci-Fi,Medium,3.4,0
860,jamesbullock@example.net,1982-11-02,Female,New Frank,2024-01-10,2025-01-09,Annual,Amex,Manual,Occasional,Clothing,Comedy,Medium,4.5,4
861,catherine47@example.net,1988-03-22,Male,Michelleburgh,2024-03-01,2025-03-01,Monthly,Amex,Manual,Frequent,Books,Horror,High,3.3,1
862,brendarobinson@example.org,2004-05-21,Female,South Travisside,2024-03-09,2025-03-09,Monthly,Mastercard,Manual,Occasional,Books,Drama,Low,4.5,8
863,nashheather@example.net,2005-07-02,Female,Jacobstad,2024-03-16,2025-03-16,Annual,Amex,Auto-renew,Regular,Clothing,Romance,Medium,3.9,5
864,pamelabrown@example.org,1997-01-18,Male,Solomonstad,2024-01-19,2025-01-18,Annual,Visa,Auto-renew,Frequent,Clothing,Action,Medium,3.4,2
865,scottthomas@example.net,1942-12-27,Female,East Brendahaven,2024-01-29,2025-01-28,Monthly,Visa,Manual,Regular,Clothing,Sci-Fi,Medium,3.5,6
866,plittle@example.com,1959-05-31,Female,Lake Christopher,2024-04-08,2025-04-08,Annual,Mastercard,Auto-renew,Occasional,Books,Action,High,4.4,10
867,craigpacheco@example.net,1933-09-14,Male,Taylorfurt,2024-01-02,2025-01-01,Annual,Mastercard,Auto-renew,Frequent,Books,Documentary,High,4.9,5
868,uwood@example.net,1934-07-03,Female,Kylieside,2024-03-13,2025-03-13,Annual,Visa,Auto-renew,Frequent,Electronics,Comedy,Low,4.1,4
869,flloyd@example.net,1997-10-22,Female,North Ericmouth,2024-01-04,2025-01-03,Monthly,Visa,Manual,Frequent,Electronics,Sci-Fi,High,3.4,7
870,davidrodriguez@example.com,1947-03-31,Male,New Justinburgh,2024-04-01,2025-04-01,Annual,Amex,Auto-renew,Occasional,Electronics,Romance,Medium,3.1,9
871,craigkrueger@example.org,1999-09-14,Female,New Jo,2024-02-14,2025-02-13,Annual,Mastercard,Manual,Frequent,Electronics,Romance,High,3.9,3
872,terrelljoshua@example.net,1999-08-08,Female,West Jennifer,2024-03-29,2025-03-29,Monthly,Amex,Auto-renew,Occasional,Books,Action,High,3.9,7
873,jenniferwilkins@example.com,2000-03-16,Male,Michaelland,2024-01-18,2025-01-17,Annual,Visa,Manual,Regular,Books,Documentary,Low,3.8,7
874,courtneyandersen@example.net,1952-01-28,Male,Port Justinton,2024-04-01,2025-04-01,Annual,Mastercard,Auto-renew,Occasional,Books,Drama,Low,3.4,0
875,morgansandoval@example.org,1968-04-15,Female,New Thomasfort,2024-01-30,2025-01-29,Annual,Mastercard,Manual,Regular,Electronics,Sci-Fi,High,4.5,2
876,imadden@example.com,1940-10-09,Male,Lake Jonathan,2024-03-25,2025-03-25,Annual,Mastercard,Auto-renew,Frequent,Electronics,Comedy,High,4.9,6
877,taylor49@example.com,1988-05-24,Female,North Peterborough,2024-02-12,2025-02-11,Monthly,Amex,Auto-renew,Occasional,Clothing,Action,High,3.9,6
878,etucker@example.net,1950-10-02,Male,West Pamfort,2024-04-05,2025-04-05,Annual,Amex,Auto-renew,Regular,Books,Documentary,Low,4.3,5
879,chadpacheco@example.org,1951-10-01,Male,Ryanbury,2024-04-10,2025-04-10,Annual,Visa,Manual,Regular,Books,Action,Low,4.9,6
880,wilcoxsarah@example.com,1975-06-30,Male,Lake Joshua,2024-01-17,2025-01-16,Annual,Mastercard,Manual,Regular,Clothing,Drama,Low,4.1,2
881,lhoward@example.com,1934-04-25,Male,Lake Erik,2024-04-05,2025-04-05,Monthly,Mastercard,Manual,Regular,Books,Horror,High,4.1,4
882,averykylie@example.net,1962-11-02,Male,Barbarastad,2024-04-13,2025-04-13,Monthly,Amex,Manual,Occasional,Electronics,Action,Low,3.7,3
883,patriciabond@example.com,1999-01-21,Male,Pattersonburgh,2024-01-17,2025-01-16,Annual,Mastercard,Auto-renew,Regular,Electronics,Sci-Fi,High,5.0,0
884,carolmccarthy@example.com,1964-07-10,Male,East Donald,2024-03-08,2025-03-08,Monthly,Mastercard,Auto-renew,Occasional,Books,Documentary,High,4.3,8
885,jonthomas@example.org,1965-10-26,Male,Port Patricia,2024-01-28,2025-01-27,Monthly,Visa,Manual,Regular,Books,Drama,Medium,5.0,2
886,mfoster@example.org,1973-10-15,Female,Bondchester,2024-01-07,2025-01-06,Monthly,Visa,Auto-renew,Occasional,Books,Horror,High,3.2,0
887,jennifer06@example.com,1938-06-13,Male,New Ericaburgh,2024-04-07,2025-04-07,Monthly,Visa,Manual,Occasional,Clothing,Action,High,4.0,5
888,cherylduran@example.net,1954-07-04,Male,North Wandatown,2024-04-09,2025-04-09,Annual,Mastercard,Manual,Regular,Clothing,Horror,Medium,3.8,10
889,barbaragarcia@example.org,1991-06-12,Male,Floreston,2024-01-13,2025-01-12,Monthly,Visa,Auto-renew,Regular,Books,Romance,High,3.7,0
890,rhondanguyen@example.com,1974-10-27,Male,Sarachester,2024-01-19,2025-01-18,Annual,Visa,Auto-renew,Frequent,Electronics,Action,Medium,3.3,7
891,samantha04@example.com,1977-06-16,Male,Parkerton,2024-04-04,2025-04-04,Annual,Mastercard,Auto-renew,Frequent,Clothing,Sci-Fi,Low,4.3,9
892,obyrd@example.org,1971-07-10,Male,West Whitneystad,2024-01-29,2025-01-28,Monthly,Visa,Manual,Regular,Books,Sci-Fi,High,3.1,6
893,smithjacob@example.com,1933-11-19,Female,North David,2024-01-16,2025-01-15,Monthly,Amex,Auto-renew,Frequent,Electronics,Horror,Medium,4.1,5
894,lindacrawford@example.com,1993-07-16,Male,South Mariastad,2024-02-25,2025-02-24,Annual,Amex,Manual,Regular,Electronics,Sci-Fi,Low,4.5,1
895,uwilliams@example.net,1971-08-13,Male,Floydside,2024-03-09,2025-03-09,Monthly,Mastercard,Manual,Occasional,Clothing,Horror,Medium,4.4,9
896,patricia62@example.com,1995-03-22,Female,Port Toddport,2024-03-02,2025-03-02,Annual,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Low,4.6,6
897,hendersondustin@example.org,1993-11-22,Female,Michellemouth,2024-03-03,2025-03-03,Monthly,Mastercard,Auto-renew,Frequent,Books,Romance,High,3.9,6
898,danielmoore@example.com,1990-05-03,Male,Mitchellstad,2024-01-11,2025-01-10,Monthly,Visa,Auto-renew,Occasional,Clothing,Drama,High,3.3,3
899,johnskelly@example.com,1947-02-05,Female,Blakemouth,2024-01-18,2025-01-17,Monthly,Visa,Manual,Regular,Books,Horror,Medium,4.6,2
900,rachel46@example.org,1982-05-13,Female,East Jessica,2024-03-05,2025-03-05,Monthly,Amex,Auto-renew,Regular,Clothing,Action,Medium,3.1,1
901,shale@example.org,1982-04-04,Male,Lake Sabrina,2024-01-07,2025-01-06,Monthly,Mastercard,Auto-renew,Regular,Electronics,Romance,Medium,3.1,1
902,matthew51@example.com,1982-12-14,Female,Lake Gloria,2024-01-09,2025-01-08,Monthly,Visa,Auto-renew,Frequent,Clothing,Comedy,High,4.1,4
903,jacob66@example.com,1987-09-12,Male,Port Kimberlyview,2024-01-19,2025-01-18,Monthly,Amex,Auto-renew,Occasional,Books,Drama,Medium,3.6,9
904,hugheskristin@example.org,1943-06-20,Female,Byrdside,2024-03-21,2025-03-21,Monthly,Amex,Auto-renew,Frequent,Books,Sci-Fi,Medium,4.7,5
905,robersonchristina@example.com,1969-09-26,Male,North Judith,2024-02-05,2025-02-04,Monthly,Amex,Manual,Regular,Electronics,Sci-Fi,Medium,4.0,0
906,uherrera@example.org,1984-03-16,Female,West Hannah,2024-01-06,2025-01-05,Annual,Amex,Auto-renew,Occasional,Clothing,Romance,Medium,3.9,2
907,blackburnjames@example.com,1991-06-18,Male,Smithberg,2024-04-07,2025-04-07,Monthly,Visa,Auto-renew,Regular,Books,Documentary,Low,5.0,3
908,pking@example.org,1985-12-17,Female,Amberhaven,2024-01-07,2025-01-06,Monthly,Amex,Auto-renew,Frequent,Clothing,Action,Low,4.5,10
909,bradsnyder@example.com,1985-05-06,Female,New Matthew,2024-03-30,2025-03-30,Annual,Visa,Auto-renew,Occasional,Clothing,Romance,Medium,3.9,4
910,larry21@example.org,1938-12-28,Female,North Christopher,2024-02-04,2025-02-03,Monthly,Visa,Auto-renew,Occasional,Electronics,Horror,Low,3.4,10
911,ginadean@example.com,1960-08-19,Female,South Elizabeth,2024-03-13,2025-03-13,Annual,Amex,Auto-renew,Frequent,Books,Sci-Fi,Medium,3.1,2
912,housejames@example.org,1988-01-08,Male,Ibarraland,2024-01-01,2024-12-31,Annual,Visa,Auto-renew,Occasional,Books,Romance,Medium,4.3,8
913,leepatrick@example.org,1991-09-26,Male,Annshire,2024-04-07,2025-04-07,Annual,Visa,Auto-renew,Regular,Electronics,Romance,High,4.6,8
914,perezaaron@example.net,1958-10-07,Male,Holtville,2024-03-10,2025-03-10,Annual,Amex,Manual,Occasional,Electronics,Romance,High,3.4,10
915,reginahammond@example.net,1949-10-06,Female,North Meganside,2024-03-10,2025-03-10,Annual,Mastercard,Auto-renew,Frequent,Clothing,Drama,High,4.2,9
916,zhutchinson@example.org,1942-02-22,Male,Kimberlyberg,2024-04-06,2025-04-06,Annual,Mastercard,Manual,Occasional,Clothing,Sci-Fi,High,3.3,4
917,brianhernandez@example.com,1981-04-15,Male,East Scott,2024-03-21,2025-03-21,Annual,Visa,Manual,Frequent,Clothing,Drama,Low,4.0,2
918,xconrad@example.org,1979-12-03,Female,Port Jennifer,2024-03-23,2025-03-23,Annual,Amex,Auto-renew,Regular,Electronics,Documentary,Low,3.9,7
919,watsoncrystal@example.com,1970-12-27,Male,North Janetfort,2024-03-22,2025-03-22,Monthly,Amex,Manual,Frequent,Clothing,Romance,High,5.0,6
920,hstevens@example.net,1940-10-04,Male,West Hunterberg,2024-01-27,2025-01-26,Annual,Mastercard,Auto-renew,Occasional,Clothing,Comedy,Medium,4.9,2
921,kennedynicole@example.net,1955-08-14,Female,Port Laura,2024-02-26,2025-02-25,Monthly,Amex,Auto-renew,Regular,Books,Action,High,3.3,0
922,jameswhite@example.net,1979-01-01,Male,Lake Jodi,2024-04-02,2025-04-02,Monthly,Visa,Manual,Occasional,Books,Horror,Medium,3.8,1
923,robert63@example.com,1973-05-24,Male,North Michael,2024-04-02,2025-04-02,Annual,Mastercard,Manual,Frequent,Electronics,Drama,High,4.5,8
924,hcooper@example.com,1970-02-13,Male,Lisaberg,2024-03-18,2025-03-18,Monthly,Amex,Auto-renew,Occasional,Clothing,Documentary,Medium,3.4,8
925,vali@example.net,1997-09-17,Female,Port Amanda,2024-02-14,2025-02-13,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Drama,High,4.3,2
926,mhobbs@example.org,1963-11-07,Male,Loweville,2024-01-16,2025-01-15,Monthly,Mastercard,Auto-renew,Regular,Books,Action,Low,4.9,1
927,patricksnyder@example.net,1980-12-18,Female,New Emilyberg,2024-03-06,2025-03-06,Monthly,Visa,Auto-renew,Occasional,Electronics,Sci-Fi,Medium,3.4,5
928,raymond76@example.net,1991-08-13,Male,Johnsonborough,2024-02-11,2025-02-10,Annual,Mastercard,Manual,Regular,Clothing,Documentary,High,5.0,10
929,fcoleman@example.net,1996-06-12,Female,Douglasport,2024-04-13,2025-04-13,Monthly,Mastercard,Auto-renew,Frequent,Books,Comedy,High,3.3,7
930,uholloway@example.net,1985-03-07,Male,Rossport,2024-01-19,2025-01-18,Monthly,Visa,Auto-renew,Occasional,Clothing,Comedy,High,4.4,0
931,madison12@example.com,1996-06-14,Male,Simpsonside,2024-02-25,2025-02-24,Annual,Amex,Auto-renew,Frequent,Books,Sci-Fi,High,3.8,9
932,imartin@example.net,1978-09-08,Male,Gregorybury,2024-01-28,2025-01-27,Monthly,Amex,Manual,Regular,Clothing,Sci-Fi,Medium,3.1,0
